,SPRING1,SPRING2,type,Neutrophil PT
73819,534.891,-546.265,Undifferentiated,32620.0
73820,1548.97,-385.583,Monocyte,-1.0
73821,1676.753,-244.59,Monocyte,-1.0
73822,1896.326,-1678.242,Undifferentiated,-1.0
73823,40.593,470.702,Undifferentiated,11693.0
73824,-540.502,-1491.931,Eos,-1.0
73825,-844.646,-1016.144,Undifferentiated,-1.0
73826,21.437,485.67,Undifferentiated,11404.0
73827,407.394,-455.924,Undifferentiated,29449.0
73828,2911.316,169.515,Monocyte,-1.0
73829,2162.241,316.77,Undifferentiated,-1.0
73831,-1018.305,-1932.335,Baso,-1.0
73832,-1053.29,-1869.708,Baso,-1.0
73842,541.007,-357.828,Undifferentiated,31242.0
73843,1653.882,-1593.225,Undifferentiated,-1.0
73844,266.98,-488.376,Undifferentiated,32396.0
73845,-51.214,732.563,Undifferentiated,6817.0
73846,555.262,-568.689,Undifferentiated,30719.0
73847,402.096,-249.813,Undifferentiated,26823.0
73848,-182.266,825.047,Undifferentiated,10962.0
73849,2709.117,352.481,Monocyte,-1.0
73851,359.43,62.778,Undifferentiated,18383.0
73852,2250.193,-369.928,Monocyte,-1.0
73853,-1869.651,-993.786,Mast,-1.0
73858,865.931,-1847.406,Neutrophil,47182.0
73859,389.524,244.431,Undifferentiated,20113.0
73860,519.397,-479.922,Undifferentiated,32934.0
73861,106.72,291.026,Undifferentiated,15709.0
73862,2945.002,465.855,Monocyte,-1.0
73863,325.87,217.825,Undifferentiated,20474.0
73864,972.566,-1888.16,Neutrophil,48204.0
73866,-298.256,94.058,Undifferentiated,-1.0
73867,1081.348,-1851.655,Neutrophil,46793.0
73868,-1094.049,-1609.494,Baso,-1.0
73869,2886.753,129.044,Monocyte,-1.0
73870,-1125.594,-802.99,Undifferentiated,-1.0
73871,2449.855,-2021.572,Neutrophil,58042.0
73872,633.012,-956.711,Neutrophil,34847.0
73873,536.847,-446.927,Undifferentiated,32536.0
73875,2067.041,-381.293,Monocyte,-1.0
73876,-1152.733,297.337,Undifferentiated,-1.0
73877,-770.424,383.764,Undifferentiated,-1.0
73882,251.012,21.973,Undifferentiated,22900.0
73886,2691.366,-75.523,Monocyte,-1.0
73887,461.647,49.614,Undifferentiated,22843.0
73888,-151.451,815.291,Undifferentiated,3131.0
73889,276.804,461.674,Undifferentiated,16555.0
73890,-1073.378,397.346,Undifferentiated,-1.0
73891,2692.973,-220.051,Monocyte,-1.0
73892,-987.521,-906.868,Baso,-1.0
73894,2387.987,40.244,Monocyte,-1.0
73895,1414.84,-319.365,Monocyte,-1.0
73896,-183.105,166.388,Undifferentiated,-1.0
73897,321.044,-552.69,Undifferentiated,32730.0
73898,1454.978,-2067.414,Neutrophil,49819.0
73899,2136.546,-2123.192,Neutrophil,55498.0
73902,-666.974,490.209,Undifferentiated,-1.0
73904,39.267,647.0,Undifferentiated,7509.0
73906,700.188,-1389.983,Neutrophil,42337.0
73907,486.43,-354.987,Undifferentiated,27428.0
73908,598.279,-891.748,Neutrophil,35756.0
73909,655.899,-30.275,Undifferentiated,-1.0
73910,237.46,305.41,Undifferentiated,15947.0
73911,1706.918,-350.565,Monocyte,-1.0
73913,246.351,-0.095,Undifferentiated,26036.0
73914,639.974,-1495.214,Neutrophil,43347.0
73915,-955.106,118.5,Undifferentiated,-1.0
73917,-640.325,-112.571,Undifferentiated,-1.0
73918,2475.66,-341.912,Monocyte,-1.0
73919,1570.235,768.155,Undifferentiated,-1.0
73920,-1051.232,308.409,Undifferentiated,-1.0
73922,2368.444,-236.294,Monocyte,-1.0
73924,2626.326,-412.136,Monocyte,-1.0
73925,553.677,-1326.983,Neutrophil,37868.0
73926,2240.488,-2087.107,Neutrophil,55654.0
73927,630.999,1528.175,Undifferentiated,-1.0
73931,556.691,-415.807,Undifferentiated,28217.0
73932,1119.195,-210.934,Undifferentiated,-1.0
73933,-1599.438,-852.591,Mast,-1.0
73934,162.353,301.62,Undifferentiated,15090.0
73935,685.942,-1049.64,Neutrophil,40239.0
73936,-434.172,235.49,Undifferentiated,-1.0
73937,750.314,286.323,Undifferentiated,-1.0
73938,565.407,-599.292,Undifferentiated,37159.0
73939,-136.644,797.882,Undifferentiated,6965.0
73942,1756.13,-541.184,Undifferentiated,-1.0
73944,2301.481,-310.716,Monocyte,-1.0
73946,-185.901,880.769,Undifferentiated,6001.0
73947,2443.078,-421.712,Monocyte,-1.0
73948,312.23,-563.184,Undifferentiated,34977.0
73949,2721.471,-162.837,Monocyte,-1.0
73950,-946.682,-879.303,Baso,-1.0
73952,287.193,227.9,Undifferentiated,20684.0
73953,-9.669,-5.25,Undifferentiated,26404.0
73955,293.972,-626.408,Undifferentiated,32289.0
73956,525.923,-976.118,Neutrophil,38652.0
73957,53.388,630.852,Undifferentiated,16425.0
73958,637.461,-1469.645,Neutrophil,44303.0
73960,676.667,-700.481,Undifferentiated,36196.0
73962,2066.656,-344.743,Monocyte,-1.0
73963,1889.762,-88.354,Monocyte,-1.0
73964,557.714,-420.097,Undifferentiated,28220.0
73965,1311.568,-679.174,Undifferentiated,-1.0
73966,2990.867,504.433,Monocyte,-1.0
73967,2608.337,334.837,Monocyte,-1.0
73968,1688.542,-1774.129,Undifferentiated,-1.0
73969,713.553,-1602.691,Neutrophil,43952.0
73972,2754.644,170.711,Monocyte,-1.0
73973,2055.428,-320.725,Monocyte,-1.0
73975,472.524,-241.225,Undifferentiated,27163.0
73976,-869.404,-746.558,Baso,-1.0
73977,519.548,-1147.251,Neutrophil,39139.0
73978,277.625,-311.225,Undifferentiated,26958.0
73979,2517.176,-357.15,Monocyte,-1.0
73980,416.548,-1109.049,Neutrophil,40265.0
73983,-1191.98,-282.077,Undifferentiated,-1.0
73984,-1065.857,-1517.033,Baso,-1.0
73985,-246.555,918.007,Undifferentiated,2201.0
73986,-1090.947,491.304,Undifferentiated,-1.0
73988,-1050.364,-1182.802,Baso,-1.0
73992,-249.054,214.225,Undifferentiated,-1.0
73995,535.461,-445.515,Undifferentiated,35127.0
73996,557.428,-575.539,Undifferentiated,32079.0
73997,692.378,-1554.381,Neutrophil,44714.0
73998,388.771,-740.968,Undifferentiated,36970.0
73999,1002.69,-199.166,Undifferentiated,-1.0
74000,-65.054,593.337,Undifferentiated,14918.0
74002,2659.515,346.948,Monocyte,-1.0
74003,1870.689,-286.756,Monocyte,-1.0
74004,500.077,-693.446,Undifferentiated,34556.0
74005,536.869,-1004.362,Neutrophil,38826.0
74006,584.641,-1234.029,Neutrophil,43340.0
74009,163.687,1.738,Undifferentiated,21234.0
74010,433.448,-1143.77,Neutrophil,40915.0
74011,786.454,259.99,Undifferentiated,-1.0
74012,-1109.627,-1664.649,Baso,-1.0
74013,-1105.204,-1802.687,Baso,-1.0
74014,-102.55,663.025,Undifferentiated,9756.0
74015,2508.821,-134.585,Monocyte,-1.0
74017,-927.039,-2058.658,Baso,-1.0
74019,728.3,12.112,Undifferentiated,-1.0
74020,203.692,171.5,Undifferentiated,18229.0
74021,500.317,-199.65,Undifferentiated,23002.0
74023,2377.469,-254.673,Monocyte,-1.0
74024,104.469,-46.118,Undifferentiated,24797.0
74025,540.812,-188.27,Undifferentiated,28057.0
74026,2682.342,352.747,Monocyte,-1.0
74027,2323.408,188.422,Monocyte,-1.0
74028,1990.757,-268.699,Monocyte,-1.0
74030,-380.915,-35.637,Undifferentiated,-1.0
74031,2422.623,-38.301,Monocyte,-1.0
74032,2334.794,-350.82,Monocyte,-1.0
74033,2483.332,-354.01,Monocyte,-1.0
74038,-1077.885,-1634.625,Baso,-1.0
74042,-21.549,-87.24,Undifferentiated,-1.0
74044,-977.82,-911.747,Baso,-1.0
74045,546.045,-816.521,Undifferentiated,33654.0
74046,2473.849,-57.842,Monocyte,-1.0
74047,214.507,375.237,Undifferentiated,15040.0
74049,-1765.162,-901.004,Mast,-1.0
74050,-900.738,-507.084,Undifferentiated,-1.0
74051,-1056.543,-1705.605,Baso,-1.0
74052,-42.677,675.013,Undifferentiated,5511.0
74053,1091.551,-204.093,Undifferentiated,-1.0
74054,2572.432,-9.002,Monocyte,-1.0
74055,-630.645,-365.788,Undifferentiated,-1.0
74056,1987.574,-363.309,Monocyte,-1.0
74057,2844.308,6.416,Monocyte,-1.0
74058,400.018,-58.84,Undifferentiated,22734.0
74061,-702.494,-421.202,Undifferentiated,-1.0
74064,47.694,594.908,Undifferentiated,14710.0
74067,-833.411,-693.34,Undifferentiated,-1.0
74071,786.121,63.878,Undifferentiated,-1.0
74072,2401.782,56.593,Monocyte,-1.0
74073,455.497,-1149.196,Neutrophil,41713.0
74078,2484.2,29.775,Monocyte,-1.0
74080,-927.655,-2104.319,Baso,-1.0
74081,2464.369,-206.441,Monocyte,-1.0
74082,128.465,269.844,Undifferentiated,14381.0
74084,-1177.336,434.661,Undifferentiated,-1.0
74085,-1118.832,329.71,Undifferentiated,-1.0
74089,2551.446,-456.309,Undifferentiated,-1.0
74090,-1105.477,-1626.218,Baso,-1.0
74092,521.135,-451.096,Undifferentiated,28786.0
74094,1886.983,-1683.626,Undifferentiated,-1.0
74096,-34.71,606.298,Undifferentiated,6545.0
74097,1766.315,-362.945,Monocyte,-1.0
74099,-15.855,700.193,Undifferentiated,4060.0
74100,2159.853,-398.294,Monocyte,-1.0
74101,-738.68,197.299,Undifferentiated,-1.0
74103,1855.235,-355.556,Monocyte,-1.0
74105,1325.725,-219.708,Undifferentiated,-1.0
74106,28.485,396.997,Undifferentiated,13235.0
74108,287.758,-749.673,Undifferentiated,39879.0
74114,516.683,-215.473,Undifferentiated,32544.0
74115,507.793,-1162.581,Neutrophil,40231.0
74116,374.09,32.297,Undifferentiated,25677.0
74117,1166.036,-2029.432,Neutrophil,48978.0
74118,733.248,2.983,Undifferentiated,-1.0
74119,-454.822,171.928,Undifferentiated,-1.0
74120,-1095.923,-1676.374,Baso,-1.0
74121,835.708,-1724.013,Neutrophil,45783.0
74126,-971.5,-1014.016,Baso,-1.0
74127,-483.488,162.858,Undifferentiated,-1.0
74128,359.704,57.979,Undifferentiated,19113.0
74132,2807.977,81.084,Monocyte,-1.0
74133,230.697,-302.785,Undifferentiated,30229.0
74135,-989.596,-1025.055,Baso,-1.0
74140,607.719,-1239.943,Neutrophil,41374.0
74141,631.368,-1302.415,Neutrophil,44405.0
74142,224.556,-675.752,Undifferentiated,37108.0
74143,572.492,-635.997,Undifferentiated,36251.0
74144,738.249,-1639.406,Neutrophil,45067.0
74145,29.933,-78.391,Undifferentiated,26666.0
74147,-962.194,-939.948,Baso,-1.0
74148,148.668,244.795,Undifferentiated,15583.0
74149,-1071.416,-1530.173,Baso,-1.0
74150,282.201,8.923,Undifferentiated,26105.0
74151,286.351,-475.735,Undifferentiated,29385.0
74153,-600.865,-1046.103,Undifferentiated,-1.0
74154,-1056.09,-1316.279,Baso,-1.0
74155,194.408,350.648,Undifferentiated,17667.0
74157,1985.743,-1806.013,Undifferentiated,-1.0
74158,-448.409,415.837,Undifferentiated,-1.0
74162,988.569,-110.292,Undifferentiated,-1.0
74166,456.521,135.966,Undifferentiated,20790.0
74168,509.093,46.186,Undifferentiated,-1.0
74169,365.256,-737.478,Undifferentiated,33587.0
74170,2492.146,-270.821,Monocyte,-1.0
74171,557.817,-596.452,Undifferentiated,35486.0
74173,454.505,-448.695,Undifferentiated,33261.0
74174,-955.56,-859.972,Baso,-1.0
74175,-612.387,-438.609,Undifferentiated,-1.0
74176,-887.788,-871.414,Baso,-1.0
74177,493.945,-776.375,Undifferentiated,30226.0
74179,2443.265,-250.845,Monocyte,-1.0
74180,196.5,-238.285,Undifferentiated,22880.0
74181,817.099,-1636.615,Neutrophil,44860.0
74182,-615.413,121.697,Undifferentiated,-1.0
74183,1183.809,-231.64,Undifferentiated,-1.0
74184,225.814,149.304,Undifferentiated,19942.0
74186,-876.679,-528.114,Undifferentiated,-1.0
74187,-969.373,-1185.623,Baso,-1.0
74191,600.161,-652.86,Undifferentiated,34800.0
74192,479.273,-922.87,Neutrophil,40512.0
74193,733.184,139.582,Undifferentiated,-1.0
74194,715.852,-46.671,Undifferentiated,-1.0
74195,535.52,-1239.737,Neutrophil,43113.0
74196,831.307,-165.885,Undifferentiated,-1.0
74197,807.672,-96.736,Undifferentiated,-1.0
74199,467.316,90.157,Undifferentiated,21650.0
74200,2308.272,-291.146,Monocyte,-1.0
74201,-632.692,-187.962,Undifferentiated,-1.0
74202,1477.997,-317.63,Monocyte,-1.0
74203,2846.454,372.813,Monocyte,-1.0
74204,-855.918,-2132.671,Baso,-1.0
74205,445.795,-912.939,Undifferentiated,38307.0
74207,-1176.051,292.854,Undifferentiated,-1.0
74208,-587.758,-1189.777,Eos,-1.0
74209,337.141,-285.791,Undifferentiated,28565.0
74211,-1053.839,-1534.648,Baso,-1.0
74212,490.693,-685.869,Undifferentiated,33783.0
74213,256.729,396.641,Undifferentiated,23074.0
74214,-1109.847,-1750.639,Baso,-1.0
74215,2388.663,-1963.337,Neutrophil,57573.0
74217,107.129,187.932,Undifferentiated,22575.0
74218,468.953,-231.3,Undifferentiated,29631.0
74221,1573.005,-466.479,Monocyte,-1.0
74224,722.638,-1442.819,Neutrophil,43727.0
74225,467.315,-1149.142,Neutrophil,42501.0
74228,2684.121,4.661,Monocyte,-1.0
74229,-838.563,-671.669,Baso,-1.0
74231,1543.367,-267.867,Monocyte,-1.0
74232,-926.833,-872.811,Baso,-1.0
74233,-931.804,-890.968,Baso,-1.0
74235,-46.327,620.637,Undifferentiated,10276.0
74237,2498.319,5.564,Monocyte,-1.0
74238,-847.737,-507.921,Undifferentiated,-1.0
74239,1628.371,-248.408,Monocyte,-1.0
74243,470.258,-14.379,Undifferentiated,20662.0
74244,516.677,-1252.912,Neutrophil,40819.0
74245,851.42,-1725.727,Neutrophil,46836.0
74246,325.283,-264.591,Undifferentiated,29292.0
74247,-94.32,618.617,Undifferentiated,13815.0
74248,2652.127,-74.017,Monocyte,-1.0
74249,2041.339,-394.484,Monocyte,-1.0
74250,461.259,-84.079,Undifferentiated,22658.0
74251,2828.485,475.845,Monocyte,-1.0
74252,1859.884,-334.872,Monocyte,-1.0
74253,-802.578,138.253,Undifferentiated,-1.0
74255,2480.946,-199.017,Monocyte,-1.0
74256,1522.804,-315.798,Monocyte,-1.0
74257,-1022.507,-1761.074,Baso,-1.0
74258,1972.294,-2019.002,Neutrophil,53327.0
74263,2676.89,142.942,Monocyte,-1.0
74267,977.719,-194.721,Undifferentiated,-1.0
74268,436.179,-847.948,Undifferentiated,36956.0
74269,-85.994,679.425,Undifferentiated,6078.0
74271,-444.978,57.597,Undifferentiated,-1.0
74272,281.72,2.934,Undifferentiated,27800.0
74273,2694.25,296.218,Monocyte,-1.0
74274,834.629,-1701.867,Neutrophil,46051.0
74276,-1056.964,-1271.727,Baso,-1.0
74277,-1058.428,218.852,Undifferentiated,-1.0
74278,1375.569,-2208.76,Neutrophil,50920.0
74279,-577.419,308.833,Undifferentiated,-1.0
74285,510.67,-899.016,Undifferentiated,38184.0
74287,561.291,-529.244,Undifferentiated,31068.0
74288,31.136,489.125,Undifferentiated,14407.0
74289,379.205,61.2,Undifferentiated,22045.0
74290,159.188,302.383,Undifferentiated,17912.0
74291,442.572,-732.304,Undifferentiated,35308.0
74292,-214.269,837.319,Undifferentiated,3484.0
74293,2428.639,-121.034,Monocyte,-1.0
74294,-66.525,659.108,Undifferentiated,7928.0
74295,2540.845,-178.01,Monocyte,-1.0
74296,1993.058,-293.025,Monocyte,-1.0
74297,843.304,35.205,Undifferentiated,-1.0
74298,1117.567,1298.924,pDC,-1.0
74299,1659.428,-227.28,Monocyte,-1.0
74300,-228.64,994.221,Undifferentiated,3147.0
74301,2556.819,-87.325,Monocyte,-1.0
74302,1441.385,-341.82,Monocyte,-1.0
74304,-1074.554,-1637.664,Baso,-1.0
74305,-256.455,33.549,Undifferentiated,-1.0
74307,2849.941,279.543,Monocyte,-1.0
74308,1708.65,-125.994,Monocyte,-1.0
74312,529.86,6.945,Undifferentiated,-1.0
74313,575.447,-575.883,Undifferentiated,30581.0
74314,218.044,246.259,Undifferentiated,17927.0
74315,997.359,-1935.023,Neutrophil,47067.0
74316,-1655.795,-850.244,Mast,-1.0
74317,144.473,168.73,Undifferentiated,21203.0
74318,2398.729,-240.202,Undifferentiated,-1.0
74319,2461.771,-333.176,Monocyte,-1.0
74320,1172.065,-2006.526,Neutrophil,49207.0
74321,-786.234,275.613,Undifferentiated,-1.0
74322,562.055,-463.374,Undifferentiated,27281.0
74323,-935.032,-770.162,Baso,-1.0
74324,2006.792,-386.443,Monocyte,-1.0
74325,2772.408,286.506,Monocyte,-1.0
74326,-181.132,868.805,Undifferentiated,3784.0
74327,971.973,-1899.9,Neutrophil,45815.0
74328,467.228,-394.943,Undifferentiated,35405.0
74329,-67.66,512.295,Undifferentiated,11200.0
74331,-885.218,-899.722,Baso,-1.0
74333,2369.193,-281.4,Monocyte,-1.0
74335,710.74,-1643.975,Neutrophil,39709.0
74336,-1017.942,-1166.934,Baso,-1.0
74339,355.224,60.809,Undifferentiated,20227.0
74340,309.31,-75.702,Undifferentiated,26032.0
74342,470.992,-760.038,Undifferentiated,36873.0
74343,1725.494,-242.96,Monocyte,-1.0
74344,581.105,-1337.139,Neutrophil,43275.0
74345,-897.303,439.093,Undifferentiated,-1.0
74346,1416.601,-218.937,Monocyte,-1.0
74347,1686.829,-308.826,Monocyte,-1.0
74348,447.794,-1027.964,Neutrophil,35981.0
74349,-31.044,593.834,Undifferentiated,11430.0
74350,493.345,-715.176,Undifferentiated,32266.0
74352,2246.131,-738.105,Undifferentiated,-1.0
74353,1700.937,-251.12,Monocyte,-1.0
74354,1763.374,197.403,Undifferentiated,-1.0
74355,1390.777,793.037,Undifferentiated,-1.0
74356,-937.878,403.113,Undifferentiated,-1.0
74358,927.105,1548.463,Lymphoid,-1.0
74359,-85.61,139.032,Undifferentiated,-1.0
74362,-60.661,603.894,Undifferentiated,11998.0
74365,231.696,-383.211,Undifferentiated,30076.0
74366,219.53,-576.404,Undifferentiated,33594.0
74367,1862.842,-236.529,Monocyte,-1.0
74368,-80.387,683.252,Undifferentiated,6547.0
74369,334.39,-34.338,Undifferentiated,18573.0
74370,1483.985,-212.616,Monocyte,-1.0
74373,-949.115,343.067,Undifferentiated,-1.0
74374,-98.045,62.624,Undifferentiated,-1.0
74376,835.818,-1552.396,Neutrophil,45486.0
74377,437.511,-1175.569,Neutrophil,40655.0
74378,1930.036,-254.55,Monocyte,-1.0
74380,-886.506,139.915,Undifferentiated,-1.0
74381,-534.154,-373.203,Undifferentiated,-1.0
74382,-948.797,14.478,Undifferentiated,-1.0
74389,-631.177,146.29,Undifferentiated,-1.0
74390,196.839,91.02,Undifferentiated,19066.0
74391,-891.46,-843.797,Baso,-1.0
74392,732.195,-346.69,Undifferentiated,-1.0
74393,-1868.246,-990.065,Mast,-1.0
74394,714.983,-1584.035,Neutrophil,45301.0
74396,508.022,-413.074,Undifferentiated,36138.0
74398,-1040.754,-1879.229,Baso,-1.0
74399,659.492,-1223.941,Neutrophil,40017.0
74400,438.602,5.36,Undifferentiated,20994.0
74401,135.562,266.534,Undifferentiated,17144.0
74402,2671.821,141.445,Monocyte,-1.0
74403,1061.364,-2029.832,Neutrophil,49344.0
74405,-43.509,541.12,Undifferentiated,9571.0
74411,641.183,-806.129,Undifferentiated,36365.0
74412,220.119,299.429,Undifferentiated,17534.0
74414,421.518,-42.621,Undifferentiated,22481.0
74415,277.505,21.983,Undifferentiated,22464.0
74417,73.848,486.925,Undifferentiated,13101.0
74418,288.207,226.041,Undifferentiated,20762.0
74419,2129.342,-127.441,Monocyte,-1.0
74420,2414.234,-318.127,Monocyte,-1.0
74421,853.82,11.093,Undifferentiated,-1.0
74422,61.75,-55.512,Undifferentiated,26986.0
74423,2723.009,-142.77,Monocyte,-1.0
74425,1777.881,-287.47,Monocyte,-1.0
74426,2622.672,286.851,Monocyte,-1.0
74427,-1113.277,478.827,Undifferentiated,-1.0
74428,2893.881,288.861,Monocyte,-1.0
74429,2490.554,56.508,Monocyte,-1.0
74431,2387.397,-32.075,Monocyte,-1.0
74434,614.601,-1032.334,Neutrophil,30887.0
74435,125.501,-54.511,Undifferentiated,26998.0
74436,308.854,33.149,Undifferentiated,21310.0
74438,381.61,-1050.285,Neutrophil,40308.0
74439,356.643,-56.597,Undifferentiated,21024.0
74440,598.425,-131.413,Undifferentiated,-1.0
74441,388.891,39.083,Undifferentiated,18635.0
74442,696.209,154.838,Undifferentiated,-1.0
74443,-218.916,874.534,Undifferentiated,7906.0
74445,2164.911,-2092.844,Neutrophil,54853.0
74446,263.719,-769.694,Undifferentiated,37503.0
74447,18.45,100.662,Undifferentiated,25258.0
74448,2584.785,-87.819,Monocyte,-1.0
74449,1736.015,-92.435,Monocyte,-1.0
74450,-96.081,740.456,Undifferentiated,7819.0
74452,2746.409,484.576,Monocyte,-1.0
74453,-1007.375,-1898.425,Baso,-1.0
74459,-965.573,-981.848,Baso,-1.0
74460,1427.13,-239.908,Monocyte,-1.0
74461,860.079,-1836.152,Neutrophil,46671.0
74462,486.866,-397.5,Undifferentiated,27214.0
74463,1921.475,-241.637,Monocyte,-1.0
74464,-619.808,-227.47,Undifferentiated,-1.0
74465,858.773,-1829.781,Neutrophil,47529.0
74466,60.024,-159.613,Undifferentiated,28165.0
74467,1028.088,-99.211,Undifferentiated,-1.0
74469,-963.363,-2046.021,Baso,-1.0
74470,2581.297,-150.861,Monocyte,-1.0
74472,-910.056,-2001.095,Baso,-1.0
74473,2053.294,-250.98,Monocyte,-1.0
74474,903.37,-1865.206,Neutrophil,47752.0
74475,947.419,1561.036,Lymphoid,-1.0
74476,-1006.195,-1768.239,Baso,-1.0
74477,-1163.965,-208.082,Undifferentiated,-1.0
74481,1135.937,-117.17,Undifferentiated,-1.0
74482,1380.974,-139.8,Undifferentiated,-1.0
74483,419.556,-818.076,Undifferentiated,34910.0
74484,1422.487,-333.729,Monocyte,-1.0
74485,234.302,-193.12,Undifferentiated,27337.0
74486,1333.31,-2146.421,Neutrophil,49826.0
74487,-979.707,-102.736,Undifferentiated,-1.0
74489,745.527,-1533.176,Neutrophil,44054.0
74492,-1193.448,308.788,Undifferentiated,-1.0
74493,-1014.06,-1119.972,Baso,-1.0
74494,-611.692,-349.646,Undifferentiated,-1.0
74495,380.837,-744.644,Undifferentiated,32634.0
74498,176.975,132.033,Undifferentiated,20520.0
74501,-536.931,-358.319,Undifferentiated,-1.0
74503,645.592,-927.363,Neutrophil,38394.0
74504,628.611,-906.613,Neutrophil,38459.0
74505,1938.351,-295.355,Monocyte,-1.0
74506,1410.74,582.56,Undifferentiated,-1.0
74507,583.918,-319.12,Undifferentiated,24330.0
74508,718.882,-1579.145,Neutrophil,46335.0
74509,1645.949,-347.294,Monocyte,-1.0
74510,146.414,250.498,Undifferentiated,18278.0
74511,2865.716,261.26,Monocyte,-1.0
74512,444.511,-198.925,Undifferentiated,30249.0
74513,647.78,-1437.155,Neutrophil,43597.0
74514,-1811.424,-967.876,Mast,-1.0
74516,-530.328,-189.657,Undifferentiated,-1.0
74518,846.42,1576.216,Lymphoid,-1.0
74519,189.392,624.835,Undifferentiated,8532.0
74521,1321.592,-316.611,Undifferentiated,-1.0
74522,2504.085,255.956,Monocyte,-1.0
74523,2973.213,184.479,Monocyte,-1.0
74526,402.939,-265.156,Undifferentiated,29703.0
74527,-388.948,239.907,Undifferentiated,-1.0
74528,1964.056,-185.469,Monocyte,-1.0
74529,-122.037,683.738,Undifferentiated,9754.0
74530,263.09,446.571,Undifferentiated,12066.0
74531,462.033,61.706,Undifferentiated,17550.0
74532,2587.29,286.717,Monocyte,-1.0
74534,-234.515,1005.565,Undifferentiated,2922.0
74535,603.388,-1319.32,Neutrophil,45112.0
74536,-1281.419,512.533,Undifferentiated,-1.0
74537,-524.982,-290.781,Undifferentiated,-1.0
74538,1741.151,-137.246,Monocyte,-1.0
74539,-97.776,647.013,Undifferentiated,9443.0
74540,-1085.423,-1535.037,Baso,-1.0
74541,-1920.663,-1009.123,Mast,-1.0
74544,-1033.987,-1827.341,Baso,-1.0
